sentenceID,clabel,cprob,consequent,gold_consequent,alabel,aprob,antecedent,gold_antecedent
201146,1,100,should have paid an estimated $6.8 billion more in,{},1,30,had ended up paying all the fees then anyway,The fund should have paid an estimated $6.8 billion more in taxes
201147,1,100,would have been their son's first birthday if,on what would have been their son's first birthday,1,100,not for his premature death,if not for his premature death
201148,1,100,'d disown it as soon as practical,you can imagine that he'd disown it as soon as practical,1,10,had said it,if Mr Romney had said it
201149,1,100,"would be the ""darling of Charlotte"" if she","McCaskill would be the ""darling of Charlotte""",0,25,she had decided to attend the DNC this week,if she had decided to attend the DNC this week
201150,0,25,might have been responsible for the hack,so that they could have any easier time finding who's responsible,0,25,should arrest every person in the world so that they could have any easier time finding who's responsible,but they should arrest every person in the world
201151,1,100,should have been spent on patients,{},1,100,should have been spent on patients,"distracted doctors from ""valuable time"" that should have been spent on patients"
201152,1,100,could have appeared relaxed and asleep without showing any external signs if he,Justice Scalia's body could have appeared relaxed and asleep without showing any external signs,1,10,had been poisoned,if he had been poisoned
201153,1,100,"would have been no conflict, and no need for any expressions of either dominance or submission","there would have been no conflict, and no need for any expressions of either dominance or submission",1,20,had come back to the den without an animal in his jaws,if the male had come back to the den without an animal in his jaws
201154,1,100,would not have been achievable without,a substantial amount of revenue synergies that would not have been achievable,1,100,this deal,without this deal
201155,1,100,'d have stuck w,he'd have stuck with it,1,20,had been working,If the classic milquetoast Chamber of Commerce-style campaign had been working
201156,1,100,"could have avoided shaky financing ""if they had",They could have avoided shaky financing,0,25,they had had a trusted financial adviser to help defend against questionable advice,if they had had a trusted financial adviser to help defend against questionable advice
201157,1,100,may have looked far different,the resulting legislation may have looked far different,1,100,Had Democrats noted GOP intransigence from day one and ditched the pathological desire for bipartisanship,Had Democrats noted GOP intransigence from day one and ditched the pathological desire for bipartisanship
201158,1,100,would have been a lot easier to make confident assumptions about just what to expect in,it would have been a lot easier to make confident assumptions,0,25,"GE had given guidance, or even specific details on Power,",if GE had given guidance
201159,1,100,wouldn't have been possible if Wilson hadn't un-holstered it in,"Brown tried to take the gun away from him, which is ironic because that wouldn't have been possible",1,20,had simply let go of Brown so he,"if Wilson hadn't un-holstered it in the first place, or had simply let go of Brown so he could open his car door"
201160,1,100,ought have been in,"I have to apply the law as it was at the time, not what it ought have been",1,75,better circumstances,in better circumstances
201161,1,100,would have suffered a big loss whether or not it had been more unified in,the left would have suffered a big loss,1,75,had been more unified in the first round,whether or not it had been more unified in the first round
201162,1,100,would have fallen 3 percent without,"Ad revenue rose 4 percent, but would have fallen 3 percent",1,100,the extra week,without the extra week during the quarter
